208950000000031,0C0A34601D4F07677303652C0462535B,A2DDB237B39DE2CB88BD6A309C1EEBD5
208950000000032,0C0A34601D4F07677303652C0462535C,5A04CFA25D4A686D3591DB150AFBD121
208950000000033,0C0A34601D4F07677303652C0462535D,04D362CFED2597550112FC020BFD9A4D
208950000000034,0C0A34601D4F07677303652C0462535E,82821146D30B1ECF969114B5A263EAE3
208950000000035,0C0A34601D4F07677303652C0462535F,0BA70F701D027C6E5BD5A9B7A29534E8
208950000000036,0C0A34601D4F07677303652C04625360,3627A9779D44FD24514C0F14543E1383
208950000000037,0C0A34601D4F07677303652C04625361,568475D94A070C4EDD3D1B88B2277D18
208950000000038,0C0A34601D4F07677303652C04625362,7425A889A7DA4ADC8F1005EE5F17FD61
208950000000039,0C0A34601D4F07677303652C04625363,055E48574970D9AF8E7C76421FB20261
208950000000040,0C0A34601D4F07677303652C04625364,8A26BCCB997D6EF17EFFD91F1C82284A
208950000000041,0C0A34601D4F07677303652C04625365,453232203DE5D5E1F3A901D1F5E570EF
208950000000042,0C0A34601D4F07677303652C04625366,9FE7E42EB63CEED6B157DFEA1464EE7C
208950000000043,0C0A34601D4F07677303652C04625367,F9050C076D3C1A973785546309BD5CB6
208950000000044,0C0A34601D4F07677303652C04625368,A0A1D4A547F54CA60A243AB414C65DA3
208950000000045,0C0A34601D4F07677303652C04625369,F451515E40751231DEACEA0633370984
208950000000046,0C0A34601D4F07677303652C0462536A,5286406997489364A2188FF34A6458D6
208950000000047,0C0A34601D4F07677303652C0462536B,7F3D7C82AE4EA86644B73BD0099A477B
208950000000048,0C0A34601D4F07677303652C0462536C,D3DC1A416DB1763F4F5865DD102372BA
208950000000049,0C0A34601D4F07677303652C0462536D,173CB1BF6BC4FD67B8B1555DFD7EC5DD
208950000000050,0C0A34601D4F07677303652C0462536E,16574A607A003E639CC9D2200942219D
208950000000051,0C0A34601D4F07677303652C0462536F,52F1A718A40E7F542C2A1D41F972CFA7
208950000000052,0C0A34601D4F07677303652C04625370,11271BE5D63EBACB254A427A8FD421E5
208950000000053,0C0A34601D4F07677303652C04625371,AC85C43124B1C6982AF9DD3B2C8B4734
208950000000054,0C0A34601D4F07677303652C04625372,DFE88F0986F70620022AD8672F5FC7CA
208950000000055,0C0A34601D4F07677303652C04625373,F44FCA16562E8377A40AFB8DFCB648B5
208950000000056,0C0A34601D4F07677303652C04625374,0CEEE2B909EA9EF8D0F47C2C1E7F4AA2
208950000000057,0C0A34601D4F07677303652C04625375,1B0964C61BA15F778D4C9640D7E03EE5
208950000000058,0C0A34601D4F07677303652C04625376,BB800B7E753641227CC7BC056FE23E11
208950000000059,0C0A34601D4F07677303652C04625377,7B33F56DEBBBD5453C598C2E8A1B0AE3
